               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  26,             0.05197,            0.019588,            0.032726,             0.39336,             0.13125,             0.11026,            0.042607,            0.035914,             0.01005,            0.027693,           0.0093813,           0.0093813,           0.0093813
                  27,             0.05216,            0.019088,            0.033704,             0.10005,             0.38203,             0.13801,            0.025278,            0.044615,            0.010052,            0.026104,           0.0093565,           0.0093565,           0.0093565
                  28,            0.053486,            0.020558,            0.036922,             0.23164,             0.26023,             0.19014,            0.070346,             0.03114,            0.010073,            0.026569,           0.0093317,           0.0093317,           0.0093317
                  29,            0.041272,            0.016265,            0.028781,             0.12098,             0.13125,              0.1016,            0.031285,            0.033867,           0.0097113,            0.026552,            0.009307,            0.009307,            0.009307
                  30,            0.049636,            0.020103,            0.035236,             0.16391,             0.41875,             0.21016,            0.069247,            0.030098,            0.010106,            0.026642,           0.0092823,           0.0092823,           0.0092823
                  31,            0.056188,            0.018349,            0.031728,              0.2193,             0.26239,             0.20826,            0.094955,             0.03272,           0.0096596,            0.026157,           0.0092575,           0.0092575,           0.0092575
                  32,            0.043693,             0.02203,             0.02835,             0.14252,             0.30576,              0.1442,            0.048595,            0.031379,           0.0098189,             0.02642,           0.0092327,           0.0092327,           0.0092327
                  33,            0.049705,            0.018801,            0.033457,             0.14943,             0.21826,             0.12529,            0.039926,            0.033422,            0.010065,            0.027784,            0.009208,            0.009208,            0.009208
                  34,            0.056292,             0.01794,            0.031052,              0.2216,              0.2125,             0.14413,            0.052562,            0.037708,           0.0095792,            0.027729,           0.0091833,           0.0091833,           0.0091833
                  35,            0.051165,            0.017533,            0.025393,             0.19157,              0.1875,             0.14679,            0.048372,            0.037001,           0.0097515,            0.028018,           0.0091585,           0.0091585,           0.0091585
                  36,            0.060869,            0.017424,            0.033379,             0.29669,             0.26071,             0.26769,             0.11891,            0.033926,           0.0092847,            0.026698,           0.0091337,           0.0091337,           0.0091337
                  37,            0.060393,            0.020304,            0.034465,             0.25721,             0.26108,             0.21272,            0.097098,            0.037002,           0.0087111,            0.026761,            0.009109,            0.009109,            0.009109
                  38,            0.050893,            0.018758,            0.025354,             0.20708,             0.38523,             0.17794,            0.062734,            0.037477,           0.0083306,            0.026165,           0.0090843,           0.0090843,           0.0090843
                  39,            0.051353,            0.016526,            0.028388,             0.55127,              0.2375,             0.23623,            0.082743,            0.035841,           0.0092816,            0.027165,           0.0090595,           0.0090595,           0.0090595
                  40,            0.043727,            0.016841,            0.027243,             0.61755,             0.24166,             0.22253,            0.097544,            0.034072,           0.0097665,            0.028781,           0.0090347,           0.0090347,           0.0090347
                  41,            0.043543,             0.01756,            0.030693,             0.56419,             0.19375,             0.19909,            0.093943,            0.034485,           0.0096915,             0.02884,             0.00901,             0.00901,             0.00901
                  42,            0.047966,            0.018117,            0.028222,             0.50557,               0.221,             0.16271,            0.068327,            0.033357,           0.0093333,            0.030417,           0.0089853,           0.0089853,           0.0089853
                  43,            0.044908,            0.017538,            0.022691,              0.0433,             0.20625,            0.059006,            0.012381,            0.036663,           0.0093652,            0.029127,           0.0089605,           0.0089605,           0.0089605
                  44,            0.045813,            0.015123,            0.024748,             0.11084,             0.38125,             0.12303,            0.036896,            0.035244,           0.0090783,            0.028147,           0.0089358,           0.0089358,           0.0089358
                  45,            0.038015,            0.017871,            0.020223,             0.16995,             0.29375,             0.16592,            0.050649,            0.031832,           0.0091833,            0.027562,            0.008911,            0.008911,            0.008911
                  46,            0.060504,            0.022895,            0.025571,             0.12511,             0.28517,             0.11996,            0.063774,            0.038793,           0.0087961,            0.027456,           0.0088863,           0.0088863,           0.0088863
                  47,             0.04538,            0.016527,             0.02672,             0.27995,             0.25475,             0.24085,             0.08514,            0.030345,           0.0088325,            0.026872,           0.0088615,           0.0088615,           0.0088615
                  48,            0.044076,            0.021572,            0.022991,             0.37592,              0.2475,             0.28068,            0.094543,             0.02984,            0.008796,            0.022465,           0.0088368,           0.0088368,           0.0088368
                  49,            0.044593,            0.017035,            0.022265,             0.41482,             0.27715,             0.30688,             0.13337,            0.031197,           0.0088202,            0.024425,            0.008812,            0.008812,            0.008812
                  50,            0.048703,            0.017631,            0.022474,             0.53104,             0.36193,             0.38154,             0.17306,            0.027105,           0.0089238,            0.027171,           0.0087872,           0.0087872,           0.0087872
                  51,             0.04242,            0.017461,             0.02057,             0.43398,             0.26193,             0.28413,             0.10974,            0.037315,           0.0087165,            0.027365,           0.0087625,           0.0087625,           0.0087625
                  52,            0.038901,            0.016416,            0.020984,             0.52921,             0.38565,              0.4099,             0.19912,            0.030573,            0.008148,            0.025893,           0.0087378,           0.0087378,           0.0087378
                  53,            0.050869,            0.015501,            0.022415,             0.43768,             0.43597,              0.4206,              0.1692,            0.031851,            0.007817,            0.020597,            0.008713,            0.008713,            0.008713
                  54,             0.04723,            0.017004,            0.019435,             0.49493,             0.45498,             0.46964,             0.19401,            0.029749,           0.0078867,            0.018454,           0.0086882,           0.0086882,           0.0086882
                  55,            0.041183,            0.016441,            0.023666,             0.47855,             0.45859,             0.49359,             0.22385,            0.027342,           0.0077177,            0.017967,           0.0086635,           0.0086635,           0.0086635
                  56,            0.046453,            0.017586,            0.024779,             0.52735,             0.45966,             0.48518,             0.22273,            0.027115,           0.0076749,            0.017277,           0.0086388,           0.0086388,           0.0086388
                  57,            0.043847,            0.016798,            0.015577,             0.52583,             0.50966,             0.49417,             0.19268,            0.029811,           0.0073866,            0.016742,            0.008614,            0.008614,            0.008614
                  58,            0.051945,            0.018629,            0.021196,             0.42848,             0.37778,             0.36594,             0.10226,            0.030135,           0.0078314,            0.018818,           0.0085893,           0.0085893,           0.0085893
                  59,            0.044382,            0.013634,            0.022141,             0.41061,             0.48239,              0.4549,             0.14514,            0.033906,           0.0074743,            0.015974,           0.0085645,           0.0085645,           0.0085645
                  60,            0.043117,            0.015798,            0.022954,             0.61418,              0.3993,             0.47197,              0.2003,            0.027332,           0.0079602,            0.016064,           0.0085398,           0.0085398,           0.0085398
                  61,            0.046115,             0.01757,            0.016456,             0.69679,             0.35719,             0.43871,             0.17403,             0.03002,           0.0079949,            0.017107,            0.008515,            0.008515,            0.008515
                  62,            0.040469,            0.015414,            0.018753,              0.7782,              0.3667,             0.45897,             0.19011,            0.027695,           0.0082018,            0.019611,           0.0084903,           0.0084903,           0.0084903
                  63,            0.041798,            0.017003,             0.02099,             0.56966,             0.38295,             0.45663,             0.19374,            0.031045,           0.0080051,            0.018602,           0.0084655,           0.0084655,           0.0084655
                  64,              0.0444,             0.01887,            0.020351,             0.54799,             0.38295,             0.43815,             0.18033,            0.035255,           0.0079328,            0.017239,           0.0084408,           0.0084408,           0.0084408
                  65,            0.049358,            0.016748,            0.017679,              0.7909,             0.35401,             0.43923,             0.16418,            0.037288,           0.0078088,            0.017109,            0.008416,            0.008416,            0.008416
                  66,            0.045792,            0.016557,            0.018848,             0.49429,              0.3826,             0.43215,             0.17456,            0.029649,           0.0078289,            0.015539,           0.0083913,           0.0083913,           0.0083913
                  67,            0.056122,            0.017765,            0.019015,             0.45136,             0.30772,             0.28393,             0.11144,            0.047296,           0.0068543,            0.014274,           0.0083665,           0.0083665,           0.0083665
                  68,            0.059456,            0.016016,            0.023121,             0.62673,             0.42437,              0.4854,             0.22884,            0.029475,            0.007564,            0.014178,           0.0083418,           0.0083418,           0.0083418
                  69,            0.049448,            0.016379,            0.017603,             0.70192,               0.452,             0.50671,              0.2558,            0.030242,           0.0073144,            0.014015,            0.008317,            0.008317,            0.008317
                  70,            0.036291,            0.014645,            0.015794,             0.66816,             0.45058,             0.52681,             0.26591,            0.029285,           0.0075935,            0.014629,           0.0082922,           0.0082922,           0.0082922
                  71,            0.041555,            0.015043,             0.01203,             0.70205,             0.44151,             0.50273,             0.24116,            0.030344,           0.0077364,            0.014933,           0.0082675,           0.0082675,           0.0082675
                  72,            0.032602,            0.014899,            0.012333,             0.62142,              0.4773,             0.50026,             0.25452,            0.028552,           0.0079479,            0.014983,           0.0082428,           0.0082428,           0.0082428
                  73,            0.042373,            0.014107,            0.013629,             0.68281,             0.39713,              0.4617,             0.23231,            0.031381,           0.0080539,            0.014833,            0.008218,            0.008218,            0.008218
                  74,            0.050316,            0.017014,            0.013069,             0.78453,             0.40467,             0.48583,             0.18269,            0.029658,           0.0081313,            0.014461,           0.0081932,           0.0081932,           0.0081932
                  75,            0.043838,            0.014056,            0.017364,             0.63013,              0.3928,             0.44313,             0.13976,            0.031257,           0.0076049,             0.01386,           0.0081685,           0.0081685,           0.0081685
                  76,            0.056041,            0.015076,             0.01778,             0.62877,             0.45942,             0.54211,             0.21463,            0.029452,           0.0080721,            0.012601,           0.0081437,           0.0081437,           0.0081437
                  77,             0.04384,            0.014423,            0.015171,             0.56449,             0.40962,             0.48063,             0.20272,            0.026868,           0.0085767,            0.015904,            0.008119,            0.008119,            0.008119
                  78,             0.04083,            0.013672,            0.012281,             0.52884,             0.44154,              0.4537,             0.22861,            0.025862,           0.0086867,            0.018156,           0.0080942,           0.0080942,           0.0080942
                  79,            0.038222,            0.014082,            0.013517,             0.64294,             0.39956,             0.45877,             0.23585,            0.025233,           0.0086269,            0.017806,           0.0080695,           0.0080695,           0.0080695
                  80,            0.037483,            0.015369,             0.01125,             0.50856,             0.51965,             0.47036,             0.23393,            0.026027,           0.0085636,            0.017735,           0.0080447,           0.0080447,           0.0080447
                  81,            0.039371,            0.015406,            0.011154,             0.51112,             0.56761,             0.47642,             0.20664,            0.026681,           0.0087343,             0.01777,             0.00802,             0.00802,             0.00802
                  82,            0.049976,            0.017456,            0.015992,             0.47932,             0.47039,             0.47795,             0.22818,            0.028844,           0.0079105,            0.013141,           0.0079953,           0.0079953,           0.0079953
                  83,            0.041161,            0.014452,            0.013953,             0.57288,             0.38068,             0.46315,             0.21956,            0.031742,           0.0073447,            0.012825,           0.0079705,           0.0079705,           0.0079705
                  84,            0.047639,            0.015773,            0.012764,             0.56998,             0.50699,             0.58696,             0.22605,             0.03048,           0.0072375,            0.012683,           0.0079457,           0.0079457,           0.0079457
                  85,            0.036838,             0.01314,            0.010389,             0.60034,             0.57753,             0.59913,             0.27567,            0.029068,             0.00713,            0.012751,            0.007921,            0.007921,            0.007921
                  86,            0.047694,            0.014608,            0.012983,             0.83033,             0.53735,              0.6737,             0.29309,            0.028379,           0.0071552,            0.013388,           0.0078963,           0.0078963,           0.0078963
                  87,            0.042948,            0.017126,            0.014677,              0.8242,             0.55055,             0.70644,             0.36323,            0.025777,           0.0071998,            0.012788,           0.0078715,           0.0078715,           0.0078715
                  88,            0.038521,            0.015619,            0.013625,             0.79352,             0.55105,             0.71595,             0.36908,            0.025883,           0.0073467,            0.012955,           0.0078467,           0.0078467,           0.0078467
                  89,            0.039723,            0.013745,             0.01249,             0.81428,              0.4925,             0.67714,             0.33555,            0.029887,           0.0074064,             0.01296,            0.007822,            0.007822,            0.007822
                  90,            0.038319,            0.015722,            0.013141,              0.5173,              0.6391,             0.58963,             0.29256,            0.031715,           0.0076008,            0.011654,           0.0077973,           0.0077973,           0.0077973
                  91,            0.040602,            0.012945,            0.011213,             0.79743,             0.57835,             0.66322,             0.28503,            0.026061,           0.0075814,            0.011601,           0.0077725,           0.0077725,           0.0077725
                  92,            0.043851,            0.015057,            0.010158,             0.73923,             0.57787,             0.63618,             0.32183,            0.028976,           0.0076387,            0.011743,           0.0077478,           0.0077478,           0.0077478
                  93,            0.038029,            0.016615,            0.009696,             0.65608,             0.64431,             0.63659,             0.25898,            0.029741,            0.007522,            0.011776,            0.007723,            0.007723,            0.007723
                  94,            0.045196,            0.016716,           0.0099357,             0.75044,             0.67402,             0.69762,              0.3268,            0.027604,           0.0075634,            0.011654,           0.0076983,           0.0076983,           0.0076983
                  95,            0.038243,            0.017102,            0.015148,             0.85914,             0.47918,             0.65523,             0.33362,            0.026653,           0.0078611,            0.011911,           0.0076735,           0.0076735,           0.0076735
                  96,            0.038737,            0.015427,            0.011088,             0.70427,             0.51193,             0.63928,             0.29105,            0.023951,           0.0080336,            0.011847,           0.0076488,           0.0076488,           0.0076488
                  97,            0.045539,            0.016843,            0.016956,             0.66038,             0.52614,             0.60934,             0.25295,            0.024607,           0.0081331,            0.012036,            0.007624,            0.007624,            0.007624
                  98,            0.038552,             0.01524,            0.010804,             0.66021,             0.51654,             0.58623,             0.26984,            0.025701,           0.0077707,            0.012689,           0.0075993,           0.0075993,           0.0075993
                  99,            0.037555,            0.014097,           0.0094249,             0.78197,             0.49378,             0.50988,             0.19364,            0.028356,           0.0081647,            0.012528,           0.0075745,           0.0075745,           0.0075745
                 100,            0.044355,             0.01761,            0.011158,              0.8139,             0.48051,             0.54373,             0.24527,            0.029874,            0.008169,            0.012199,           0.0075498,           0.0075498,           0.0075498
                 101,            0.033987,            0.012261,           0.0081576,             0.74025,             0.45964,             0.53693,             0.26665,            0.026375,           0.0081963,            0.012762,            0.007525,            0.007525,            0.007525
                 102,            0.034665,            0.014136,            0.011249,             0.75158,             0.54076,             0.57621,              0.2889,            0.025114,           0.0081528,            0.012735,           0.0075003,           0.0075003,           0.0075003
                 103,            0.032568,            0.014731,            0.010447,             0.67393,             0.56591,             0.58543,             0.30657,            0.024969,           0.0081827,            0.013212,           0.0074755,           0.0074755,           0.0074755
                 104,              0.0445,            0.015323,           0.0098008,             0.66447,             0.54318,             0.60571,             0.32236,            0.024434,           0.0081231,            0.012913,           0.0074507,           0.0074507,           0.0074507
                 105,            0.037534,            0.014115,             0.01052,             0.62684,             0.56959,             0.59641,             0.31506,            0.024345,            0.008136,            0.013486,            0.007426,            0.007426,            0.007426
                 106,            0.032256,             0.01374,            0.011139,             0.82923,             0.52606,             0.57176,             0.28755,            0.023757,           0.0080279,            0.011486,           0.0074013,           0.0074013,           0.0074013
                 107,            0.039953,            0.014863,           0.0096588,              0.7557,             0.56818,             0.59879,              0.2579,            0.026281,             0.00753,            0.010513,           0.0073765,           0.0073765,           0.0073765
                 108,            0.042502,            0.012796,             0.01237,             0.70481,             0.50578,             0.54409,             0.25679,            0.028656,           0.0074281,            0.011495,           0.0073517,           0.0073517,           0.0073517
                 109,            0.038088,            0.011702,            0.010396,             0.52653,             0.57235,             0.56078,             0.30936,            0.026234,           0.0076029,            0.012159,            0.007327,            0.007327,            0.007327
                 110,            0.037078,            0.012995,           0.0099892,             0.74811,             0.45568,             0.58244,             0.28021,            0.024971,            0.007498,            0.012676,           0.0073023,           0.0073023,           0.0073023
                 111,            0.030217,            0.013803,           0.0076513,             0.80993,             0.50568,             0.58691,             0.30046,            0.025818,           0.0074934,            0.011872,           0.0072775,           0.0072775,           0.0072775
                 112,            0.036743,            0.015047,           0.0099033,             0.87114,             0.47551,             0.62201,             0.32531,            0.025216,           0.0074939,            0.011846,           0.0072527,           0.0072527,           0.0072527
                 113,            0.034515,            0.012263,           0.0061793,             0.80077,             0.48068,             0.61929,             0.30278,            0.024778,           0.0076249,            0.012574,            0.007228,            0.007228,            0.007228
                 114,            0.043001,            0.014101,            0.011313,             0.63191,             0.52841,             0.59436,             0.28322,            0.026184,           0.0078672,            0.013212,           0.0072033,           0.0072033,           0.0072033
                 115,            0.043564,            0.015131,            0.013001,             0.56323,             0.45568,              0.5195,             0.18978,            0.029677,           0.0080901,            0.011987,           0.0071785,           0.0071785,           0.0071785
                 116,            0.046874,            0.014097,           0.0076891,             0.53955,             0.49423,             0.53688,             0.25323,            0.025377,           0.0080917,            0.010733,           0.0071538,           0.0071538,           0.0071538
                 117,            0.039094,            0.013213,            0.010697,             0.80232,             0.45558,              0.5967,             0.28026,            0.027358,           0.0083234,            0.010635,            0.007129,            0.007129,            0.007129
                 118,             0.03427,            0.013599,           0.0095264,             0.79935,             0.45533,             0.58008,             0.31637,            0.025739,           0.0082459,            0.010655,           0.0071042,           0.0071042,           0.0071042
                 119,            0.041956,            0.014944,             0.01307,             0.80468,             0.48068,             0.55856,              0.3005,            0.028349,           0.0080342,             0.01109,           0.0070795,           0.0070795,           0.0070795
                 120,            0.033854,            0.013623,           0.0086478,             0.85306,             0.47966,              0.5647,             0.30777,            0.026967,           0.0080891,             0.01102,           0.0070547,           0.0070547,           0.0070547
                 121,            0.034777,            0.013702,           0.0077929,             0.81176,             0.45568,             0.57452,             0.29391,            0.027617,           0.0081115,            0.011172,             0.00703,             0.00703,             0.00703
                 122,            0.034909,            0.012722,            0.010677,             0.66934,             0.50842,             0.56942,             0.29871,            0.027429,           0.0081579,            0.010339,           0.0070053,           0.0070053,           0.0070053
                 123,            0.042339,            0.012673,           0.0086276,             0.73411,             0.53891,             0.57931,             0.25283,            0.032162,           0.0079284,             0.01023,           0.0069805,           0.0069805,           0.0069805
                 124,            0.039609,             0.01415,             0.01102,             0.71331,             0.58617,             0.62999,             0.33147,            0.027774,           0.0084543,             0.01069,           0.0069558,           0.0069558,           0.0069558
                 125,            0.034172,            0.013344,           0.0085832,             0.70978,             0.56176,             0.66469,             0.32013,            0.029645,           0.0082674,            0.010376,            0.006931,            0.006931,            0.006931
                 126,            0.042744,            0.013076,            0.010822,             0.58315,             0.59824,              0.6166,             0.33452,              0.0263,           0.0086539,            0.012042,           0.0069063,           0.0069063,           0.0069063
                 127,            0.032299,             0.01651,           0.0086689,             0.56438,             0.59943,             0.61374,             0.32012,            0.029198,           0.0087381,            0.014108,           0.0068815,           0.0068815,           0.0068815
                 128,            0.035302,            0.015275,           0.0064435,             0.60474,             0.58587,             0.61821,             0.33009,            0.027346,            0.008718,            0.013949,           0.0068568,           0.0068568,           0.0068568
                 129,            0.040178,            0.016482,             0.01375,             0.59461,             0.61818,             0.65018,             0.30401,             0.02789,           0.0086227,            0.014157,            0.006832,            0.006832,            0.006832
                 130,            0.035863,            0.014061,           0.0089324,             0.66611,             0.56852,             0.62678,             0.33279,            0.026418,           0.0085219,            0.015001,           0.0068073,           0.0068073,           0.0068073
                 131,            0.039076,            0.012305,            0.014047,             0.80492,             0.52201,             0.60104,             0.26137,               0.027,            0.008542,            0.017093,           0.0067825,           0.0067825,           0.0067825
                 132,            0.036603,            0.014299,           0.0055553,             0.58713,             0.53045,             0.55467,             0.29594,            0.025713,           0.0090372,            0.019147,           0.0067577,           0.0067577,           0.0067577
                 133,            0.040971,            0.014287,            0.014145,             0.86439,             0.41648,             0.54378,             0.29827,            0.024343,           0.0090752,              0.0169,            0.006733,            0.006733,            0.006733
                 134,            0.038876,            0.014554,            0.010008,             0.94605,             0.48297,             0.59864,             0.30055,            0.025426,           0.0088259,            0.012211,           0.0067082,           0.0067082,           0.0067082
                 135,             0.03459,            0.013311,            0.005655,             0.83526,             0.52199,             0.62644,              0.3319,             0.02362,           0.0087276,            0.010536,           0.0066835,           0.0066835,           0.0066835
                 136,             0.03237,            0.014443,            0.005098,             0.87138,             0.54818,             0.65849,             0.35477,            0.023588,            0.008684,           0.0099479,           0.0066587,           0.0066587,           0.0066587
                 137,             0.02634,             0.01214,            0.005766,             0.73757,             0.61161,             0.64936,             0.37252,            0.022961,           0.0086356,           0.0090493,            0.006634,            0.006634,            0.006634
                 138,            0.028394,            0.012963,            0.006381,             0.67211,             0.56347,             0.59315,              0.3157,            0.025882,           0.0084448,           0.0083601,           0.0066092,           0.0066092,           0.0066092
                 139,            0.043666,            0.014141,           0.0081743,             0.65628,             0.61631,             0.60795,             0.33237,            0.024595,           0.0081054,           0.0077849,           0.0065845,           0.0065845,           0.0065845
                 140,            0.036502,            0.012947,           0.0048226,             0.58048,             0.66692,             0.60086,             0.28589,            0.026168,           0.0079451,           0.0078333,           0.0065598,           0.0065598,           0.0065598
                 141,            0.038426,             0.01411,           0.0093763,             0.74275,             0.52728,             0.64028,             0.32951,            0.026069,           0.0079539,            0.009176,            0.006535,            0.006535,            0.006535
                 142,            0.032104,            0.014136,           0.0088426,              0.7538,              0.5257,             0.65304,             0.34299,            0.024027,           0.0078956,           0.0094581,           0.0065102,           0.0065102,           0.0065102
                 143,            0.034807,            0.013534,           0.0082208,             0.73882,             0.49387,             0.62211,             0.39037,            0.021101,           0.0079679,           0.0098301,           0.0064855,           0.0064855,           0.0064855
                 144,            0.033088,             0.01263,           0.0077393,             0.71583,             0.49576,             0.61152,             0.37552,            0.021695,           0.0079773,            0.010435,           0.0064608,           0.0064608,           0.0064608
                 145,            0.038641,            0.012653,            0.012674,             0.65004,             0.51718,             0.60711,             0.36135,            0.022232,           0.0080214,            0.010631,            0.006436,            0.006436,            0.006436
                 146,            0.037284,             0.01201,           0.0072509,             0.70403,             0.45405,             0.58837,             0.33007,            0.023349,           0.0079597,             0.01101,           0.0064112,           0.0064112,           0.0064112
                 147,            0.032603,            0.014382,           0.0080456,             0.59572,             0.53068,             0.57697,              0.2511,            0.032676,           0.0078583,            0.011445,           0.0063865,           0.0063865,           0.0063865
                 148,            0.034096,            0.012567,           0.0068503,             0.71469,             0.52437,             0.62621,             0.34321,            0.023021,           0.0078924,            0.011565,           0.0063618,           0.0063618,           0.0063618
                 149,            0.031086,            0.012109,           0.0058705,             0.65848,              0.5375,             0.62992,             0.35347,            0.024435,           0.0078053,            0.011217,            0.006337,            0.006337,            0.006337
                 150,            0.030364,            0.012464,           0.0057489,             0.71405,             0.50549,             0.61873,             0.33219,            0.024136,           0.0080361,             0.01093,           0.0063122,           0.0063122,           0.0063122
                 151,            0.036614,            0.015268,            0.011709,             0.70963,             0.49656,              0.6362,             0.35593,            0.022896,           0.0085675,            0.010558,           0.0062875,           0.0062875,           0.0062875
                 152,            0.040342,            0.013624,           0.0096994,             0.70276,             0.53942,             0.64029,             0.34614,            0.022607,           0.0082425,            0.010211,           0.0062628,           0.0062628,           0.0062628
                 153,            0.034367,            0.012917,            0.009018,             0.68503,             0.66317,             0.67455,              0.3454,            0.022944,            0.008174,            0.010473,            0.006238,            0.006238,            0.006238
                 154,            0.037355,            0.013443,           0.0062058,             0.79579,             0.67444,             0.69196,             0.34201,            0.028062,           0.0081581,            0.010145,           0.0062132,           0.0062132,           0.0062132
                 155,            0.034576,            0.011362,           0.0075653,             0.68094,             0.66284,             0.60574,             0.25222,            0.032236,           0.0076729,            0.010603,           0.0061885,           0.0061885,           0.0061885
                 156,            0.045643,            0.011688,             0.01283,             0.77919,             0.50492,             0.62336,             0.29895,            0.028591,           0.0077726,            0.010529,           0.0061637,           0.0061637,           0.0061637
                 157,            0.027908,            0.012132,           0.0052821,             0.71085,              0.5407,             0.61887,             0.29025,            0.027403,           0.0076124,            0.010669,            0.006139,            0.006139,            0.006139
                 158,            0.036178,            0.012852,           0.0060396,             0.61493,             0.56273,             0.63054,             0.30796,            0.027072,           0.0076323,            0.010693,           0.0061142,           0.0061142,           0.0061142
                 159,            0.035149,            0.012323,            0.012865,             0.60999,             0.60814,             0.64736,             0.33311,            0.026281,           0.0076728,            0.010464,           0.0060895,           0.0060895,           0.0060895
                 160,            0.033552,            0.014113,            0.006769,             0.66701,             0.59937,             0.64615,             0.32499,            0.025978,           0.0076877,            0.010672,           0.0060647,           0.0060647,           0.0060647
