               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  90,            0.034325,            0.014196,           0.0012331,              0.7003,             0.94872,              0.8289,             0.48772,            0.032634,            0.010139,            0.002261,           0.0077973,           0.0077973,           0.0077973
                  91,            0.030574,            0.012112,            0.001426,             0.77911,             0.94872,             0.89861,             0.54624,            0.033224,           0.0099194,           0.0019571,           0.0077725,           0.0077725,           0.0077725
                  92,            0.030493,             0.01069,            0.001258,             0.80509,             0.90598,             0.91199,             0.57249,            0.030901,           0.0097591,           0.0020163,           0.0077478,           0.0077478,           0.0077478
                  93,            0.030755,            0.011981,          0.00098977,             0.93889,             0.76894,             0.91446,             0.50241,            0.034747,            0.010235,           0.0020705,            0.007723,            0.007723,            0.007723
                  94,            0.034036,            0.013915,           0.0013668,             0.74587,             0.90598,             0.88015,             0.52112,            0.032042,           0.0096335,           0.0021034,           0.0076983,           0.0076983,           0.0076983
                  95,            0.032198,            0.012441,           0.0013096,             0.93309,             0.78205,             0.87509,             0.48236,            0.034374,            0.009755,           0.0022681,           0.0076735,           0.0076735,           0.0076735
                  96,            0.036361,            0.012334,           0.0008368,             0.79965,             0.78129,             0.85105,             0.46415,            0.036859,            0.010528,            0.002503,           0.0076488,           0.0076488,           0.0076488
                  97,            0.034742,            0.011393,           0.0010809,             0.91287,             0.71345,             0.84528,             0.45146,            0.033878,            0.010901,           0.0024958,            0.007624,            0.007624,            0.007624
                  98,            0.032516,            0.013869,           0.0013183,              0.8714,             0.83761,             0.88566,             0.49152,            0.034754,            0.010338,           0.0019125,           0.0075993,           0.0075993,           0.0075993
                  99,            0.032704,            0.011646,           0.0012639,             0.90116,             0.80517,             0.87554,             0.53048,            0.032224,            0.010432,           0.0017446,           0.0075745,           0.0075745,           0.0075745
                 100,            0.031696,            0.012989,           0.0010303,             0.82689,             0.77286,             0.84222,             0.48803,             0.03554,            0.010098,           0.0016717,           0.0075498,           0.0075498,           0.0075498
                 101,            0.032103,            0.014462,           0.0010735,             0.95092,             0.79889,             0.90479,             0.52511,            0.032966,           0.0097133,           0.0017163,            0.007525,            0.007525,            0.007525
                 102,            0.029052,            0.011689,          0.00086522,             0.91112,             0.85447,             0.89169,             0.40012,             0.04013,           0.0098106,           0.0017315,           0.0075003,           0.0075003,           0.0075003
                 103,            0.039958,            0.012806,           0.0012526,             0.91721,             0.83411,             0.89638,             0.48839,            0.035615,            0.010236,           0.0017457,           0.0074755,           0.0074755,           0.0074755
                 104,            0.032503,            0.012313,           0.0011102,             0.93038,             0.84048,             0.88928,             0.48986,            0.035555,              0.0102,           0.0019592,           0.0074507,           0.0074507,           0.0074507
                 105,            0.032209,            0.011908,           0.0011635,             0.94285,             0.83543,             0.90252,             0.53454,            0.033347,            0.010112,           0.0019709,            0.007426,            0.007426,            0.007426
                 106,            0.029153,            0.012937,           0.0012617,             0.92831,              0.8547,             0.89983,             0.56106,            0.030443,            0.009934,           0.0020217,           0.0074013,           0.0074013,           0.0074013
                 107,            0.028637,            0.012021,           0.0010923,             0.91832,             0.86718,              0.9118,             0.49812,             0.03303,           0.0097985,           0.0018352,           0.0073765,           0.0073765,           0.0073765
                 108,            0.031762,            0.014361,           0.0013792,             0.91637,             0.86702,             0.91737,             0.52758,            0.029974,           0.0095473,           0.0017653,           0.0073517,           0.0073517,           0.0073517
                 109,            0.029831,            0.012402,           0.0009742,             0.93517,             0.89285,             0.92847,             0.52026,             0.03491,           0.0091999,           0.0018199,            0.007327,            0.007327,            0.007327
                 110,            0.033372,            0.012955,           0.0014363,             0.93247,             0.90593,             0.91839,             0.59049,            0.030325,           0.0090182,            0.002174,           0.0073023,           0.0073023,           0.0073023
                 111,            0.028224,            0.012013,           0.0018024,              0.8753,             0.90736,             0.91695,             0.49868,            0.034053,            0.009168,            0.001779,           0.0072775,           0.0072775,           0.0072775
                 112,            0.033733,            0.012966,           0.0010571,              0.9205,             0.91873,             0.91121,             0.52519,             0.03039,           0.0091944,           0.0017795,           0.0072527,           0.0072527,           0.0072527
                 113,             0.02842,            0.011406,           0.0010315,             0.90834,             0.90598,              0.9173,             0.50189,            0.035278,           0.0095507,            0.002051,            0.007228,            0.007228,            0.007228
                 114,             0.03179,            0.013177,          0.00094165,             0.86141,             0.89483,             0.92932,             0.51828,            0.030144,           0.0094548,           0.0019957,           0.0072033,           0.0072033,           0.0072033
                 115,             0.02886,            0.011972,            0.001031,             0.93748,             0.89268,             0.94045,             0.54986,            0.028988,           0.0093247,           0.0020847,           0.0071785,           0.0071785,           0.0071785
                 116,            0.027009,            0.010592,           0.0014621,             0.88165,             0.89186,             0.94184,             0.53586,             0.03015,            0.009309,           0.0018282,           0.0071538,           0.0071538,           0.0071538
                 117,             0.02898,            0.011589,           0.0011472,             0.87308,             0.88034,             0.93551,             0.58821,            0.029144,           0.0093146,            0.001741,            0.007129,            0.007129,            0.007129
                 118,            0.028979,            0.012066,          0.00086545,             0.94538,             0.86251,             0.93786,             0.50792,            0.033224,           0.0091165,           0.0022983,           0.0071042,           0.0071042,           0.0071042
                 119,            0.029907,             0.01219,          0.00085017,             0.95619,             0.88034,             0.94416,             0.54911,            0.030527,           0.0089906,           0.0025262,           0.0070795,           0.0070795,           0.0070795
                 120,            0.027555,            0.010933,          0.00096546,             0.89137,             0.87731,             0.94645,             0.54258,            0.031209,           0.0091543,           0.0020164,           0.0070547,           0.0070547,           0.0070547
                 121,            0.031391,            0.011975,          0.00080519,             0.87785,             0.90598,             0.94713,              0.5154,            0.035204,           0.0092496,           0.0017138,             0.00703,             0.00703,             0.00703
                 122,            0.031036,             0.01169,           0.0016619,             0.90843,              0.8547,             0.94344,              0.5321,            0.029711,            0.009571,           0.0032912,           0.0070053,           0.0070053,           0.0070053
                 123,            0.030066,            0.012107,          0.00091374,              0.8863,              0.8676,             0.92822,             0.50226,             0.03373,           0.0095913,           0.0041496,           0.0069805,           0.0069805,           0.0069805
                 124,              0.0315,            0.012282,          0.00094552,             0.75259,             0.85434,             0.87223,             0.45353,            0.032968,           0.0098606,           0.0053074,           0.0069558,           0.0069558,           0.0069558
                 125,            0.030285,            0.011236,           0.0010152,             0.74097,             0.86752,             0.83029,             0.44297,            0.032815,           0.0096761,            0.006235,            0.006931,            0.006931,            0.006931
                 126,            0.029273,            0.012963,          0.00092284,             0.80376,             0.86752,             0.89955,             0.52097,            0.029212,           0.0091651,           0.0052997,           0.0069063,           0.0069063,           0.0069063
                 127,            0.029275,            0.013633,          0.00083007,             0.80469,             0.89307,             0.90357,             0.52755,            0.032233,           0.0090368,           0.0052202,           0.0068815,           0.0068815,           0.0068815
                 128,             0.02985,            0.010739,          0.00075476,               0.822,             0.89316,             0.89812,             0.52732,            0.032265,           0.0094843,           0.0052188,           0.0068568,           0.0068568,           0.0068568
                 129,            0.030158,              0.0118,          0.00080971,             0.79176,             0.90982,             0.91091,             0.51719,            0.033918,           0.0091883,           0.0047591,            0.006832,            0.006832,            0.006832
                 130,            0.031378,           0.0098801,          0.00092736,             0.80109,             0.91296,             0.90278,             0.53608,            0.032643,           0.0094056,           0.0051438,           0.0068073,           0.0068073,           0.0068073
                 131,            0.028557,            0.011618,          0.00087841,             0.85254,             0.90581,             0.91733,             0.53255,            0.032391,           0.0093217,            0.004877,           0.0067825,           0.0067825,           0.0067825
                 132,            0.030259,            0.012291,          0.00083554,             0.73756,             0.90403,             0.83186,             0.43585,             0.03311,           0.0095578,           0.0048277,           0.0067577,           0.0067577,           0.0067577
                 133,            0.029998,            0.012499,          0.00089335,             0.94777,             0.83314,             0.92382,             0.53062,            0.031347,           0.0094274,           0.0043243,            0.006733,            0.006733,            0.006733
                 134,            0.028737,            0.011012,          0.00096014,             0.83003,             0.91794,             0.90177,             0.51153,            0.030622,           0.0093093,           0.0042362,           0.0067082,           0.0067082,           0.0067082
                 135,            0.027706,            0.011006,           0.0010945,             0.86966,             0.91867,             0.93275,             0.58399,            0.029773,           0.0092334,           0.0040602,           0.0066835,           0.0066835,           0.0066835
                 136,            0.028871,            0.011474,          0.00077519,              0.9266,             0.86325,             0.93224,             0.52785,            0.034495,           0.0092757,           0.0042541,           0.0066587,           0.0066587,           0.0066587
                 137,            0.031774,            0.010921,          0.00097049,             0.81805,             0.90809,             0.91895,              0.5188,            0.030944,           0.0091592,           0.0043005,            0.006634,            0.006634,            0.006634
                 138,            0.028201,             0.01255,          0.00094462,             0.93557,             0.84146,              0.9401,             0.54778,            0.032924,           0.0093215,           0.0049385,           0.0066092,           0.0066092,           0.0066092
                 139,            0.032101,            0.011814,          0.00088922,             0.94611,              0.8207,             0.93916,             0.52469,            0.031633,           0.0090726,           0.0047722,           0.0065845,           0.0065845,           0.0065845
                 140,            0.029564,            0.011141,          0.00086035,             0.88837,             0.89316,             0.94184,             0.44966,             0.03583,           0.0091114,           0.0044845,           0.0065598,           0.0065598,           0.0065598
                 141,            0.035121,            0.011692,          0.00088848,             0.90606,             0.88017,             0.95503,             0.45358,            0.034707,           0.0092097,           0.0045422,            0.006535,            0.006535,            0.006535
                 142,            0.028948,            0.012931,           0.0011009,             0.91681,             0.88528,             0.95768,             0.53563,             0.03007,           0.0092383,           0.0044468,           0.0065102,           0.0065102,           0.0065102
                 143,            0.027061,            0.011073,           0.0011117,             0.97215,             0.89316,             0.96792,             0.54049,            0.032559,            0.008895,           0.0035876,           0.0064855,           0.0064855,           0.0064855
                 144,            0.030369,            0.012366,           0.0010236,             0.97255,             0.89316,             0.96782,             0.56907,            0.029342,           0.0089314,           0.0031868,           0.0064608,           0.0064608,           0.0064608
                 145,            0.026504,            0.012621,          0.00097009,             0.94058,             0.96154,             0.97844,             0.59564,            0.031481,           0.0095978,           0.0024879,            0.006436,            0.006436,            0.006436
                 146,            0.027587,            0.011094,          0.00090159,              0.9498,             0.96079,             0.97677,             0.57817,            0.030104,            0.009263,           0.0023577,           0.0064112,           0.0064112,           0.0064112
                 147,            0.026731,            0.010652,          0.00090645,             0.93074,             0.94872,             0.97041,             0.60226,            0.031209,           0.0094357,           0.0018877,           0.0063865,           0.0063865,           0.0063865
                 148,            0.030455,            0.010911,           0.0009308,             0.93223,             0.97436,             0.96412,             0.57173,            0.031408,           0.0094886,           0.0018009,           0.0063618,           0.0063618,           0.0063618
                 149,            0.028026,            0.010716,           0.0011136,              0.8165,             0.98718,             0.94798,             0.53291,            0.031679,            0.010102,           0.0029241,            0.006337,            0.006337,            0.006337
                 150,            0.028868,            0.010905,          0.00079285,             0.84811,             0.83761,             0.91651,             0.54663,            0.030378,            0.010441,           0.0032355,           0.0063122,           0.0063122,           0.0063122
                 151,             0.02782,            0.011958,          0.00092598,             0.93759,             0.75623,             0.89552,             0.56047,            0.029033,            0.011239,           0.0034388,           0.0062875,           0.0062875,           0.0062875
                 152,            0.027393,            0.012113,            0.001055,             0.78059,             0.87953,             0.87917,             0.51108,            0.031145,            0.011313,           0.0043227,           0.0062628,           0.0062628,           0.0062628
                 153,             0.02878,            0.011152,          0.00087427,             0.79398,             0.90598,             0.89254,             0.53772,            0.029566,            0.010397,           0.0043165,            0.006238,            0.006238,            0.006238
                 154,            0.027616,            0.011584,          0.00074415,             0.85733,             0.83761,             0.90309,             0.52298,             0.03158,           0.0096046,           0.0044646,           0.0062132,           0.0062132,           0.0062132
                 155,            0.028661,            0.012048,          0.00085445,             0.84819,             0.90598,             0.94776,             0.61769,            0.028422,           0.0091157,           0.0030538,           0.0061885,           0.0061885,           0.0061885
                 156,            0.026537,            0.010301,          0.00072415,             0.92177,             0.90556,             0.96265,              0.5747,            0.030434,           0.0093738,           0.0020935,           0.0061637,           0.0061637,           0.0061637
                 157,            0.028073,           0.0095717,           0.0006254,             0.92734,             0.90584,              0.9633,             0.55683,            0.030157,           0.0093461,           0.0016674,            0.006139,            0.006139,            0.006139
                 158,            0.024398,             0.01076,          0.00071546,             0.92026,             0.89316,              0.9636,             0.56126,            0.029436,            0.009341,           0.0015467,           0.0061142,           0.0061142,           0.0061142
